,drink_name,category,instructions,picture,taste,ingredients1,quantity1,ingredients2,quantity2,ingredients3,quantity3,ingredients4,quantity4,ingredients5,quantity5,ingredients6,quantity6,ingredients7,quantity7,ingredients8,quantity8,ingredients9,quantity9,ingredients10,quantity10,ingredients11,quantity11,ingredients12,quantity12
300,Charente Royale,,Combine all ingredients except sparkling wine in a shaker. Add ice and shake until chilled through. Double strain into a champagne flute and garnish with an orange twist.,,,h by hine,1.5 oz,elderflower liqueur,.5 oz,absinthe,2 dash,sparkling wine,top,,,,,,,,,,,,,,,,
301,Cherries St. James,,Shake well with lots of ice. Strain into cocktail glass.,,,no.3 london dry gin,1.5 oz,lemon juice,.25 oz,pages elderflower syrup,.25 oz,luxardo sangue morlacco cherry liqueur,.25 oz,luxardo maraschino liqueur,.25 oz,,,,,,,,,,,,,,
302,Cherry Bark Martinez,,Stir and strain into stem. Garnish torched star anise and discarded lemon peel.,,,old tom gin,2 oz,carpano antica,.75 oz,luxardo maraschino liqueur,1 spoon,angostura bitters,1 dash,bittercube cherry bark bitters,2 dash,,,,,,,,,,,,,,
303,Cherry Blossom Martini,,Stir with ice and strain into a chilled coupe. Garnish with a fresh cherry tree blossom.,,,karlsson's gold vodka,2 oz,dolin dry vermouth,1 oz,luxardo maraschino liqueur,.25 oz,celery bitters,6 dash,,,,,,,,,,,,,,,,
304,Cherry Champagne Cocktail,,"Stir the cherry juice, Maraschino, bitters and Amaro in a mixing glass with ice. Strain into a cocktail coupe and top with Champagne. Garnish with a sprig of thyme.",,,champagne or prosecco,4 oz,tart cherry juice,1 oz,luxardo maraschino liqueur,.5 oz,mole bitters,4 dash,luxardo amaro abano,1 bsp,,,,,,,,,,,,,,
305,Cherry Electric Lemonade,"cocktail, ordinary drink",Now stir vigorously and then pour over a large cup of ice. Now drink it with a straw and stir occasionally.,http://www.thecocktaildb.com/images/media/drink/tquyyt1451299548.jpg,,gin,1 oz,tequila,1 oz,vodka,1 oz,white rum,1 oz,triple sec,1 oz,cherry grenadine,1 oz,sweet and sour,1 oz,club soda,3 oz,,,,,,,,
306,Cherry Old Fashioned,,"Muddle sugar and 1 roasted cherry in a rocks glass until the sugar has dissolved; add vodka, Amaro, Maraschino, and bitters and stir. Add 1 large ice cube and garnish with half a roasted cherry and the tarragon.. . Cherry-Infused Vodka:. - 1 cup pitted cherries, quartered. - 1 cup vodka. Combine cherries and vodka in a bottle; cover, and let sit to meld the flavors for 3-5 days.",,,demerara sugar,.5 tsp,roasted cherry,1,cherry-infused vodka,2 oz,amaro di angostura,.25 tsp,luxardo maraschino liqueur,.25 tsp,miracle mile forbidden barrel aged bitters,5 dash,,,,,,,,,,,,
307,Cherry Orchard,,Shake over ice. Strain into a 6 oz. cocktail glass,,,luxardo sangue morlacco cherry liqueur,.5 oz,luxardo maraschino liqueur,.25 oz,laird's straight bonded,.5 oz,clear creek kirschwasser eau de vie,1.25 oz,lemon juice,.25 oz,grapefruit juice,.5 oz,simple syrup,.25 oz,peychaud's bitters,2 dash,,,,,,,,
308,Cherry Rum,"ordinary drink, ordinary drink","Shake all ingredients with ice, strain into a cocktail glass, and serve.",http://www.thecocktaildb.com/images/media/drink/twsuvr1441554424.jpg,sour,light rum,1 1/4 oz,cherry brandy,1 1/2 tsp,light cream,1 tblsp,,,,,,,,,,,,,,,,,,
309,Cherry Shandy,,Stir IPA and Luxardo in a tumbler. Garnish with Luxardo Cherry.,,,luxardo sangue morlacco cherry liqueur,1.5 oz,ipa,6 oz,,,,,,,,,,,,,,,,,,,,
310,Chicago Fizz,"ordinary drink, ordinary drink","Shake all ingredients (except carbonated water) with ice and strain into a highball glass over two ice cubes. Fill with carbonated water, stir, and serve.",http://www.thecocktaildb.com/images/media/drink/qwvwqr1441207763.jpg,,light rum,1 oz,port,1 oz,lemon,juice of 1/2,powdered sugar,1 tsp,egg white,1,carbonated water,,,,,,,,,,,,,
311,Chilcano,,Add pisco and lime juice into a highball glass filled with ice. Pour ginger ale into the glass to top. Add 2-3 drops of bitters. Garnish with lime wheel.,,,barsol selecto acholado pisco,2 oz,fresh lime juice,.5 oz,angostura bitters,2-3 drops,ginger ale,top,,,,,,,,,,,,,,,,
312,Chilcano (variation),,"Build in an ice filled 14 oz beer glass, add BarSol Pisco, Ginger Liqueur, fresh lime juice, and agave nectar. Roll into a Boston shaker and shake to mix, place cranberry bitters on top, add ginger beer and garnish with a wedge of fresh lime.",,,barsol primero quebranta pisco,1.25 oz,king's ginger liqueur,.25 oz,fresh lime juice,.5 oz,agave nectar,.25 oz,cranberry bitters,3-4 drops,ginger beer,4 oz,,,,,,,,,,,,
313,Chilli Vanilli,,In a Boston shaker combine all liquid ingredients in a shaker without ice and dry shake for 10-12 shakes to blend the egg whites. Once blended add cracked ice and shake vigorously for 30 seconds and strain into a frozen 4.5 oz. coupe glass. Let the cocktail settle and sprinkle with the vanilla powder.,,,karlsson's gold vodka,2 oz,lustau amontillado sherry,.5 oz,st. elizabeth allspice dram,.75 oz,burned demerara sugar syrup*,.75 oz,ure bob's vanilla bitters,1 tinc,vanilla powder,.75 oz,egg white,1,,,,,,,,,,
314,Chingerito,,Shake and strain into ice filled glass.,,,barsol primero quebranta pisco,2 oz,grape juice,1.5 oz,barsol perfecto amor (aperitif wine),1 oz,fresh pomegranate juice,1 oz,cinnamon syrup,.75 oz,fresh lime juice,.75 oz,grapes,4,,,,,,,,,,
315,Chippendale Rosetone,,"Combine all ingredients in a punch bowl, add a large chunk or block of ice, garnish with lemon wheels and apple slices. Serve when punch is chilled.",,,part gin,1.5,t liqueur,.25 part luxardo apric,part casoni 1814,.75,part dry vermouth,.5,,1 part unfiltered apple juic,,1 part fresh lemon juic,simple syrup (2:1),.5 part ric,part jasmine green tea,2,,,,,,,,
316,Chocolate Beverage,cocoa,"Boil milk in the top of a deep double boiler five minutes. Remove from fire and add chocolate, mixed with the cinnamon, a little at a time, beating with molinillo or egg beater after each addition. When the chocolate is thoroughly blended, heat to the boiling point. Place over bottom of double boiler and add eggs, whipping constantly, until they are thoroughly blended and the mixture is frothing. Serve in coffee mug. Serves eight.",http://www.thecocktaildb.com/images/media/drink/jbqrhv1487603186.jpg,,milk,6 cups,chocolate,3 oz mexican,cinnamon,1 tsp powdered,egg,3,,,,,,,,,,,,,,,,
317,Chocolate Black Russian,"ordinary drink, shot",Combine all ingredients in an electric blender and blend at a low speed for a short length of time. Pour into a chilled champagne flute and serve.,http://www.thecocktaildb.com/images/media/drink/yyvywx1472720879.jpg,cream,kahlua,1 oz,vodka,1/2 oz,chocolate ice-cream,5 oz,,,,,,,,,,,,,,,,,,
318,Chocolate Drink,cocoa,"Melt the bar in a small amount of boiling water. Add milk. Cook over low heat, whipping gently (with a whisk, i would assume) until heated well. Don't let it boil! Serve in coffee mug.",http://www.thecocktaildb.com/images/media/drink/q7w4xu1487603180.jpg,,chocolate,125 gr,milk,3/4 l,water, ,,,,,,,,,,,,,,,,,,
319,Chocolate Milk,"shot, milk , float , shake","Put the milk in the bottom, pour the Liquer on top and add the dash of amaretto. Do not mix. SLAM IT!",http://www.thecocktaildb.com/images/media/drink/j6q35t1504889399.jpg,cream,chocolate liqueur,1/2 shot,milk,1/2 shot,amaretto,1 dash,,,,,,,,,,,,,,,,,,
320,Chocolate Monkey,"milk , float , shake, soft drink , soda","blend liqeuors with ice-cream, milk and syrup. pour into parfait glass, top with whipped cream and garnish with banana and cherry.",http://www.thecocktaildb.com/images/media/drink/tyvpxt1468875212.jpg,,banana liqueur,1 shot,creme de cacao,2 shots,chocolate ice-cream,2 scoops,chocolate syrup,1 oz,chocolate milk,4 oz,whipped cream,1,cherry,1,banana,1 piece,,,,,,,,
321,Chrysanthemum,,Combine ingredients together and serve,,unknown,dry vermouth,6 cl,benedictine,3 cl,absinthe,0.75 cl,,,,,,,,,,,,,,,,,,
322,Château Montifaud Creation,,"Pour the Cognac and lemon juice into the glass and then add orgeat syrup; fill with ices cubes and mix with a spoon. At the end, add lemonade and lemon peel.",,,chateau de montifaud cognac vs,1.5 oz,lemon juice,1 oz,orgeat (almond) syrup,.25 oz,triple sec,.25 oz,lemonade,top,,,,,,,,,,,,,,
323,Château Montifaud Lady Touch Triple Sec,,Pour the ingredients in the shaker. Close and shake well until frosted. Strain into the glass. Garnish with fresh mint.,,,chateau de montifaud reserve speciale michel vallet,1.5 oz,triple sec,.75 oz,lemon juice,1 oz,sugar syrup,1 oz,fresh mint,8,cubes,ic,,,,,,,,,,,,
324,Château Montifaud on Mint,,"Pour the sugar syrup into the glass and add fresh mint and green lemon. Lightly crush and add ice cubes, Cognac, lemon juice and sparkling water. Mix with a spoon and serve with a straw.",,,sugar syrup,1 coffee spoon,fresh mint,10,d green lemon,.25  slic,chateau de montifaud cognac vsop,1 oz,lemon juice,.75 oz,sparkling water,.75 oz,,,,,,,,,,,,
325,Château Montifaud on the Rocks,,Pour the Cognac into the glass and add ice cubes. Perceive the aromas that are released as a summer rain that reveals the secrets of the nature...,,,chateau de montifaud cognac xo,1.5 oz,cubes,3  ic,,,,,,,,,,,,,,,,,,,,
326,Château Montifaud Pink Love,,"Pour the Cognac, sugar syrup, lemon juice and 3 pressed raspberries into the shaker, then shake. Strain into the glass (using a cocktail strainer) and fill with chilled Champagne. Garnish with 3 raspberries.",,,chateau de montifaud xo silver,.75 oz,sugar syrup,.75 oz,lemon juice,.75 oz,raspberries,3,champagne,fill,,,,,,,,,,,,,,
327,Citrus Agave Caipirinha,,"Add soda to bucket first, then add spirits and mixers. Top with ice and garnish.",,,ypioca brasilizar cachaca prata classica,1.5 oz,citrus agave blend,1.5 oz,soda water,1 splash,,,,,,,,,,,,,,,,,,
328,Citrus Coke,"soft drink , soda, ordinary drink",Pour half of coke in a glass. Then add Bacardi and top it off with the remaining coke. Stir and drink up!,http://www.thecocktaildb.com/images/media/drink/uyrvut1479473214.jpg,sour,bacardi limon,1 part,coca-cola,2 parts,,,,,,,,,,,,,,,,,,,,
329,Citrus Quo (Adapted),,"Fill up a stem-less wine glass with ice and pour the ingredients over, stir and serve.",,,no.3 london dry gin,1.5 oz,luxardo limoncello,.5 oz,luxardo aperitivo,.5 oz,tonic water,3 oz,,,,,,,,,,,,,,,,
330,City Slicker,"ordinary drink, ordinary drink","In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.",http://www.thecocktaildb.com/images/media/drink/dazdlg1504366949.jpg,water,brandy,2 oz,triple sec,1/2 oz,lemon juice,1 tblsp,,,,,,,,,,,,,,,,,,
331,Classic Lolita,,Muddle Okinawa sugar with bitters. Add whisky and stir. Top with soda.,,,nikka whisky taketsuru,2 oz,okinawa sugar,.5 oz,soda,.5 oz,orange bitters,2 dash,old fashioned bitters,2 dash,,,,,,,,,,,,,,
332,Classic Old-Fashioned,"ordinary drink, ordinary drink","In an old-fashioned glass, muddle the bitters and water into the sugar cube, using the back of a teaspoon. Almost fill the glass with ice cubes and add the bourbon. Garnish with the orange slice and the cherry. Serve with a swizzle stick.",http://www.thecocktaildb.com/images/media/drink/anhof61504366173.jpg,,bitters,3 dashes,water,1 tsp,sugar,1,bourbon,3 oz,orange,1,maraschino cherry,1,,,,,,,,,,,,
333,Clear Intentions,,Stir all ingredients over cubed ice and then strain over large rock while incorporating the cream soda. Garnish with Italian baking spice infused olive and cherry.,,,luxardo bitter bianco,1.5 oz,krogstad aquavit,.5 oz,luxardo apricot liqueur,1 bsp,orange cream citrate,1 dash,almond cream soda,1.25 oz,,,,,,,,,,,,,,
334,Clearly Bitter,,Build all ingredients in a mixing glass. Stir with ice and strain into coupe. Garnish with grapefruit peel.,,,luxardo bitter bianco,.75 oz,junipero gin,1 oz,dry vermouth,.75 oz,curacao,.5 oz,rhubarb bitters,2 dash,,,,,,,,,,,,,,
335,Clove Cocktail,"ordinary drink, ordinary drink","Stir all ingredients with ice, strain into a cocktail glass, and serve.",http://www.thecocktaildb.com/images/media/drink/qxvtst1461867579.jpg,sweet,sweet vermouth,1 oz,sloe gin,1/2 oz,wine,1/2 oz muscatel,,,,,,,,,,,,,,,,,,
336,Clover Club,"ordinary drink, cocktail","Dry shake ingredients to emulsify, add ice, shake and served straight up.",http://www.thecocktaildb.com/images/media/drink/t0aja61504348715.jpg,sour,gin,1 1/2 oz,grenadine,2 tsp,lemon,juice of 1/2,egg white,1,,,,,,,,,,,,,,,,
337,Clover Holiday Cocktail,,"Mix all together and shake and double strain into a coupe without ice.. . *Bay Leaf-Infused Honey Syrup:. • 3 cups honey to 1 cup water. • 4 bay leaves, crumbled. <em>Bring to a boil. Stir until honey completely dissolves in water. Turn off heat and allow 2 hours to cool.</em>",,,hophead vodka,2 oz,lime juice,.75 oz,bay leaf-infused honey syrup*,.5 oz,clover's gingersnap,2 oz,cinnamon,1 pinc,,,,,,,,,,,,,,
338,Club Med,,"Fill up a wine glass with ice then pour the ingredients, stir and serve.",,,luxardo apricot liqueur,.75 oz,barsol selecto italia pisco,.75 oz,elderflower liqueur,.75 oz,white dry white(preferably sauvignon),2 oz,club soda,2 oz,,,,,,,,,,,,,,
339,Cocao Martini,,"Muddle 3 cacao beans in a mixing glass, add vodka, ginger-brown sugar, and Bitter Beast Hella Hula bitters. Add ice and vigorously shake to incorporate cacao flavor. Fine strain into a martini glass. Garnish with a cocao bean.",,,karlsson's gold vodka,2.5 oz,ginger brown*,.5 oz,hella hula bitters,4 dash,o beans,3 beans coc,,,,,,,,,,,,,,,,
340,Cock-tail,,"Shake all ingredients and strain into a coupe glass. Express a lemon peel over the drink and discard.. . *Rich Brown Sugar Simple Syrup: . -- 2 cups Brown Sugar. -- 1 cup Water. . Combine sugar and water in a small saucepan over medium heat and stir until sugar dissolves. Remove from heat, let cool to room temperature and transfer to a clean glass jar. Cover and keep refrigerated for up to 2 weeks.",,,junipero gin,1.5 oz,tempus fugit alessio vermouth di torino rosso,.75 oz,drambuie,.25 oz,rich brown sugar simple syrup*,.25 oz,s candied ginger,4  large piec,angostura bitters,3 dash,,,,,,,,,,,,
341,Coco Batida,,"Put 1 1/2 ounces of coconut milk, 1 1/2 ounces of condensed milk, 3 ounces of Ypiòca and tablespoon of sugar in a blender. Mix for a few seconds. Add ice cubes and serve.",,,coconut milk,1 1/2 oz,condensed milk,1 1/2 oz,ypiòca,3 oz,sugar,1 tbsp,,,,,,,,,,,,,,,,
342,Coffee & Clove,,Stir. Strain into Nick & Nora glass. Mist of Pipe Tobacco Tincture.,,,nikka coffey grain whisky,1.5 oz,manzanilla sherry,.75 oz,orange liqueur,.75 oz,clove tincture,2 dash,,,,,,,,,,,,,,,,
343,Coffee Liqueur,homemade liqueur,"Combine coffee, sugar and water. Simmer 1 hour and let cool. Add vanilla and vodka. Age in sealed jar 2 to 3 weeks.",http://www.thecocktaildb.com/images/media/drink/ryvtsu1441253851.jpg,,coffee,10 tblsp instant,vanilla extract,4 tblsp,sugar,2 1/2 cups,vodka,1 qt,water,2 1/2 cups,,,,,,,,,,,,,,
344,Coffee-Vodka,homemade liqueur,"Boil water and sugar until dissolved. Turn off heat. Slowly add dry instant coffee and continue stirring. Add a chopped vanilla bean to the vodka, then combine the cooled sugar syrup and coffee solution with the vodka. Cover tightly and shake vigorously each day for 3 weeks. Strain and filter. Its also best to let the sugar mixture cool completely so the vodka won't evaporate when its added. If you like a smoother feel to the liqueur you can add about 1 teaspoon of glycerine to the finished product.",http://www.thecocktaildb.com/images/media/drink/qvrrvu1472667494.jpg,,water,2 cups,sugar,2 cups white,coffee,1/2 cup instant,vanilla,2-jan,vodka,1 1/2 cup,caramel coloring,,,,,,,,,,,,,
345,Coffey Grain Manhattan,,Combine ingredients in a mixing glass with ice and stir. Strain into a coupe glass and garnish with a flamed orange peel.,,,nikka coffey grain whisky,2 oz,tempus fugit alessio vermouth di torino rosso,1 oz,tempus fugit abbott's bitters,1 dash,,,,,,,,,,,,,,,,,,
346,Coke and Drops,"soft drink , soda","Take a glass, pour the Coke in the glass, then you take 7 drops of lemon juice. Granish with a lemon slice on the rim of the glass.",http://www.thecocktaildb.com/images/media/drink/yrtxxp1472719367.jpg,,coca-cola,1 dl,lemon juice,7 drops,,,,,,,,,,,,,,,,,,,,
347,Conference,,"Stir all the ingredients over ice, then strain into a double rocks glass over 1 large ice cube. Garnish with a lemon twist and orange twist.. ",,,h by hine,.5 oz,rye whiskey,.5 oz,bourbon,.5 oz,calvados,.5 oz,demerara syrup,1 tsp,angostura bitters,2 dash,bittermens xocolatl mole bitters,1 dash,,,,,,,,,,
348,Coos Bay,,Stir and strain over ice.,,,nikka whisky taketsuru pure malt 12 yo,1.5 oz,etter zuger kirsch,.5 oz,doug fir riesling syrup*,.5 oz,kombu tincture**,15 dash,,,,,,,,,,,,,,,,
349,Corpse Reviver No 1,,Shake all the ingredients over ice and strain into a chilled coupe glass. Garnish with an orange twist.,,,h by hine,50 ml,calvados,25 ml,tempus fugit alessio vermouth bianco,25 ml,,,,,,,,,,,,,,,,,,
350,Corpse Reviver No.2,,Rinse cocktail glass with Vieux Pontarlier Absinthe. Shake rest with ice and strain.,,,no.3 london dry gin,.75 oz,tempus fugit kina l'aero d'or,.75 oz,the genuine curacao liqueur clear,.75 oz,lemon juice,.75 oz,ise superieure,rinse vieux pontarlier absinthe franc,,,,,,,,,,,,,,
351,Cosmopolitan,"cocktail, cocktail",Add all ingredients into cocktail shaker filled with ice. Shake well and double strain into large cocktail glass. Garnish with lime wheel.,http://www.thecocktaildb.com/images/media/drink/kpsajh1504368362.jpg,fresh,absolut citron,1 1/4 oz,lime juice,1/4 oz,cointreau,1/4 oz,cranberry juice,1/4 cup,,,,,,,,,,,,,,,,
352,Cosmopolitan Martini,"cocktail, cocktail","Pour all ingredients in mixing glass half filled with ice, shake and strain into chilled Martini glass.",http://www.thecocktaildb.com/images/media/drink/upxxpq1439907580.jpg,sweet,cointreau,1/2 oz,vodka,1 oz,lime,juice of 1/2,cranberry juice,1 splash,,,,,,,,,,,,,,,,
